"0"; "0"; "0"; "b'O Dia da Matem\xc3\xa1tica, tamb\xc3\xa9m conhecido como Dia do Matem\xc3\xa1tico ou Dia Nacional da Matem\xc3\xa1tica, \xc3\xa9 celebrado anualmente em 6 de maio.\n\nA data \xc3\xa9 destinada a homenagear os profissionais dedicados a essa \xc3\xa1rea do conhecimento, considerada essencial para o processo de evolu\xc3\xa7\xc3\xa3o das sociedades.\n\nAl\xc3\xa9m disso, o dia visa incentivar o interesse dos alunos pela matem\xc3\xa1tica, a partir da aplica\xc3\xa7\xc3\xa3o de metodologias de ensino din\xc3\xa2micas e did\xc3\xa1ticas por parte das escolas.\n\n#Matem\xc3\xa1tica #DiaDaMatem\xc3\xa1tica #DiaDoMatem\xc3\xa1tico #ProfessorDeMatem\xc3\xa1tica #Professor #AulaDeMatem\xc3\xa1tica #Escola #gizbranco'"
"1"; "0"; "0"; "b'Professor (a), como voc\xc3\xaa cria suas avalia\xc3\xa7\xc3\xb5es (provas, testes e simulados) hoje? \xf0\x9f\x93\x8b\xf0\x9f\x93\xb0\xf0\x9f\x93\x9a Conhe\xc3\xa7a a #gizbranco! #CriarProvas #Avalia\xc3\xa7\xc3\xb5es #Simulados #Testes #Escola #Professor #Professora #Professores #ProfessoresDoBrasil'"
"2"; "0"; "0"; "b'O Portal Revista Educa\xc3\xa7\xc3\xa3o revelou um trabalho do Cieb (Centro de Inova\xc3\xa7\xc3\xa3o para a Educa\xc3\xa7\xc3\xa3o Brasileira), para ajudar gestores p\xc3\xbablicos a incluir recursos nas redes e melhorar processo de ensino-aprendizagem, por meio de novas tecnologias.\n\nSegundo o Cieb, uma implementa\xc3\xa7\xc3\xa3o de sucesso precisa dar conta de quatro fatores.\n\n1. Vis\xc3\xa3o\nSaber com qual finalidade a rede vai usar a tecnologia, como e por que integr\xc3\xa1-la no curr\xc3\xadculo.\n\n2. Compet\xc3\xaancia\nOs profissionais precisam ser capacitados para desenvolver as compet\xc3\xaancias necess\xc3\xa1rias.\n\n3. Recursos educativos\nDeve haver dispon\xc3\xadveis materiais digitais de qualidade para que o professor possa selecionar.\n\n4. Equipamento e conectividade\nNada vai funcionar sem os dispositivos adequados e uma internet de banda larga. (Fonte: Revista Educa\xc3\xa7\xc3\xa3o)\n\n#Educa\xc3\xa7\xc3\xa3o #Cieb #gizbranco #Inova\xc3\xa7\xc3\xa3o #Tecnologia #Professor #Escola #GestorEscolar #RevistaEduca\xc3\xa7\xc3\xa3o'"
"3"; "0"; "0"; "b'Nas aulas dos professores exemplares frequentemente h\xc3\xa1 um processo de passagem de conhecimento recorrente cuja melhor descri\xc3\xa7\xc3\xa3o pode ser "Eu/N\xc3\xb3s/Voc\xc3\xaas".\nEste nome indica uma aula em que a responsabilidade pelo conhecimento e pela capacidade de aplic\xc3\xa1-lo \xc3\xa9 gradualmente transferida do professor para o aluno.\nA progress\xc3\xa3o come\xc3\xa7a com a etapa "Eu", em que o professor passa adiante, da maneira mais direta poss\xc3\xadvel, as informa\xc3\xa7\xc3\xb5es-chave ou a estrutura do processo que est\xc3\xa1 sendo ensinado ao orientar os alunos por meio de exemplos ou de aplica\xc3\xa7\xc3\xb5es desse conhecimento.\nNa etapa "N\xc3\xb3s", o professor inicialmente pede ajuda a seus alunos em alguns momentos-chave e depois, gradualmente, permite que eles resolvam problemas interferindo cada vez menos na tarefa.\nFinalmente, na etapa "Voc\xc3\xaas", ele d\xc3\xa1 aos alunos m\xc3\xbaltiplas oportunidades de praticar sozinhos\n\nGostou dessa dica?\n\nPara conhecer essas e outras mais, que tal conhecer o livro "Aula Nota 10" do Doug Lemov, que usamos como base para preparar esse conte\xc3\xbado. Recomendamos a leitura!\n>> Link na bio ou acesse https://amzn.to/2QHMpxs\n\n#Planejamento #Conhecimento #PlanejamentoDeAula #Professora #Professor #Aluna #Aluno #Aprendizado #AulaNota10 #DougLemov #Ensino #Sucesso #Escola #Col\xc3\xa9gio #Professores #DicasEscolares #DicasParaUmaAulaPerfeita #AulaPerfeita'"
"4"; "0"; "0"; "b'"Ser professor \xc3\xa9 ser um pai...\xe2\xa0\x80\nUm verdadeiro professor n\xc3\xa3o \xc3\xa9 apenas aquele que ensina sobre determinado assunto. Ser professor \xc3\xa9 tamb\xc3\xa9m ser um guia e um pai que est\xc3\xa1 dispon\xc3\xadvel para todas as dificuldades dos seus alunos.\xe2\xa0\x80\nEu tive a sorte de encontrar um professor preocupado, atencioso e interessado em tocar o cora\xc3\xa7\xc3\xa3o de cada pessoa a quem d\xc3\xa1 as suas aulas. Obrigado por ser como um pai e por tornar a aprendizagem em uma experi\xc3\xaancia magn\xc3\xadfica!"\xe2\xa0\x80\nParab\xc3\xa9ns aos pais e professores!\xe2\xa0\x80\n#gizbranco #diadospais #professor #paieprofessor \xe2\xa0\x80\n\xe2\xa0\x80'"
"5"; "0"; "0"; "b'6 filmes com hist\xc3\xb3rias de professores inspiradores para ver na Netflix "Um professor inspirador pode fazer toda a diferen\xc3\xa7a na vida do seu aluno. E como dizem que a arte imita a vida ou a vida imita a arte, no cinema tamb\xc3\xa9m n\xc3\xa3o poderia ser diferente. Pensando nisso, o Porvir fez uma sele\xc3\xa7\xc3\xa3o de filmes da plataforma Netflix que reafirmam o papel transformador da educa\xc3\xa7\xc3\xa3o e a import\xc3\xa2ncia do trabalho desempenhado por um docente comprometido." Veja mais em: http://porvir.org/6-filmes-historias-de-professores-inspiradores-para-ver-netflix/\n\nProfessor, que outros filmes inspiradores voc\xc3\xaa recomendaria para outros professores ou para seus alunos?\n\nAcesse https://gizbranco.com.br e inscreva-se!\n#gizbranco #netflix #educa\xc3\xa7\xc3\xa3o #ferramentaeducacional'"
"6"; "0"; "0"; "b'#diadaindepend\xc3\xaanciadobrasil #brasil #gizbranco #independ\xc3\xaancia #independ\xc3\xaanciadobrasil'"
"7"; "0"; "0"; "b'O Dia Nacional da Consci\xc3\xaancia Negra \xc3\xa9 celebrado hoje! A ocasi\xc3\xa3o \xc3\xa9 dedicada \xc3\xa0 reflex\xc3\xa3o sobre a inser\xc3\xa7\xc3\xa3o do negros na sociedade brasileira.\nA data foi escolhida por coincidir com o dia atribu\xc3\xaddo \xc3\xa0 morte de Zumbi dos Palmares, em 1695.\n#consci\xc3\xaancianegra #consci\xc3\xaancia #hist\xc3\xb3ria #brasil #zumbi'"
"8"; "0"; "0"; "b'O Dia Nacional do Livro \xc3\xa9 comemorado anualmente em 29 de outubro.\xe2\xa0\x80\n\xe2\xa0\x80\nA data celebra uma das inven\xc3\xa7\xc3\xb5es mais enriquecedoras do ser humano: o livro!\xe2\xa0\x80\n\xe2\xa0\x80\nO livro pode ser uma fonte inesgot\xc3\xa1vel de conhecimento, transportando os leitores para os lugares mais espetaculares da imagina\xc3\xa7\xc3\xa3o humana, al\xc3\xa9m de informar e ajudar a diversificar o vocabul\xc3\xa1rio das pessoas.\xe2\xa0\x80\n\xe2\xa0\x80\n#gizbranco #livros #leitura #professor #escola'"
"9"; "0"; "0"; "b'"Educa\xc3\xa7\xc3\xa3o nunca foi despesa. Sempre foi investimento com retorno garantido." - Sir Arthur Lewis \xe2\xa0\x80\n\xe2\xa0\x80\n#gizbranco #sirarthurlewis #educa\xc3\xa7\xc3\xa3o #investimento'"
